cdr_id,subscriber_id,msisdn,call_type,direction,destination_type,roaming_flag,start_time,end_time,duration,data_volume_mb,plan_id,cell_id,ground_truth_leakage_type,mediation_status,rn
53a0ae27-f234-4327-9dc2-1e8a3e98e80d,1152,9374561662,sms,incoming,international,FALSE,09/01/2024 01:05:55,09/01/2024 01:08:52,0,0,P0,101,none,success,1
a850ca5b-13b7-4adb-ab89-dec68f2e0a31,1085,9818254936,voice,outgoing,international,TRUE,13/01/2024 15:11:48,13/01/2024 15:14:57,189,0,P0,101,none,success,1
eb2c1f4a-7cc4-460a-be51-44be76b57bfe,1097,9023824218,voice,incoming,national,FALSE,21/01/2024 04:51:12,21/01/2024 04:51:53,41,0,P2,101,none,success,1
87891678-c3d2-419c-9154-036932b24bee,1639,9242521398,voice,outgoing,national,FALSE,24/01/2024 14:20:37,24/01/2024 14:29:57,560,0,P4,101,none,success,1
f2864423-b436-4401-ac06-0c157547d9a0,1922,9544108191,voice,incoming,international,TRUE,26/01/2024 15:18:12,26/01/2024 15:21:19,187,0,P0,101,none,success,1
757003b3-09d6-4402-8f44-f511a9197431,1965,9328621896,data,outgoing,international,FALSE,20/01/2024 00:06:12,20/01/2024 00:13:15,0,9.32,P3,102,none,success,1
a94dd736-5308-40c3-adbd-52f3d9c1eb9e,1444,9816405314,data,outgoing,national,FALSE,27/01/2024 05:28:10,27/01/2024 05:37:03,0,0.11,P1,102,none,success,1
b4be7027-f1c6-4a42-bd41-9805b8625d04,1238,9945772449,data,outgoing,international,FALSE,04/01/2024 20:41:31,04/01/2024 20:46:52,0,42.91,P4,102,none,success,1
00750c4e-ccb7-4f42-8adf-1fb06e3b166a,1433,9975358140,sms,outgoing,international,TRUE,27/01/2024 04:30:09,27/01/2024 04:31:08,0,0,P3,102,none,success,1
edaa5548-8e79-4d10-a558-57c96e8a674d,1832,9141766947,voice,incoming,national,FALSE,20/01/2024 15:41:55,20/01/2024 15:50:06,491,0,P2,102,none,success,1
fb5f5780-4fad-4f33-9eec-cfd4934735c7,1234,9653823072,voice,incoming,national,FALSE,21/01/2024 13:30:29,21/01/2024 13:25:29,202,0,P2,102,L13_timestamp,success,1
f0616827-ed34-46c5-9c0b-8cdcbea6191e,1548,9595490369,voice,outgoing,international,TRUE,03/01/2024 18:45:22,03/01/2024 18:50:53,331,0,P4,102,none,success,1
7f878a2c-3606-4891-9373-226f31a7af48,1854,9803782603,data,incoming,international,FALSE,03/01/2024 10:40:21,03/01/2024 10:44:57,0,41.79,P1,103,none,success,1
dc9327f3-6929-47ef-99c4-8959f075a1d7,1965,9312084684,data,outgoing,international,TRUE,15/01/2024 06:41:14,15/01/2024 06:41:25,0,14.71,P4,103,none,success,1
4e9e2402-8bd6-4496-bab8-26ae9390450c,1488,9477781926,sms,outgoing,national,TRUE,19/01/2024 12:15:40,19/01/2024 12:24:44,0,0,P1,103,none,success,1
16205eaf-c715-4ab3-b07e-c4b59eff5fbc,1234,9096155351,sms,outgoing,international,FALSE,06/01/2024 23:02:13,06/01/2024 23:09:56,0,0,P1,103,none,success,1
2da12074-989c-4c34-97e1-ba7481395012,1209,9167512747,sms,incoming,international,TRUE,19/01/2024 13:07:50,19/01/2024 13:16:06,,0,P3,103,L12_partial,success,1
4b4bec1a-414d-4897-8989-5875215df44f,1673,9077332097,voice,outgoing,national,TRUE,18/01/2024 05:19:45,18/01/2024 05:21:39,114,0,P4,103,none,success,1
0f42d9f2-794c-4ff7-bef3-24efc610aae2,1898,9320244681,voice,incoming,international,TRUE,22/01/2024 03:23:58,22/01/2024 03:30:50,412,0,P4,103,none,success,1
cb1bc306-bfc7-404a-8c11-9055ee5b4321,1907,9527299917,data,incoming,international,FALSE,16/01/2024 00:19:16,16/01/2024 00:23:19,0,26.15,P2,104,none,success,1
3cd107a3-a1b3-4840-b912-8e8c6d04b42b,1771,9450594419,data,outgoing,national,TRUE,24/01/2024 03:52:11,24/01/2024 03:54:28,0,26.12,P3,104,none,success,1
ba9cfe00-8cf5-4c1e-aa3b-2cc4dc9a4154,1706,9402743253,data,outgoing,national,FALSE,10/01/2024 21:05:14,10/01/2024 21:11:43,0,21.08,P2,104,none,success,1
630f696a-0545-4a7b-af43-b143038f3a89,1410,9636099929,data,incoming,international,TRUE,26/01/2024 09:05:41,26/01/2024 09:13:01,0,10.02,P2,104,none,success,1
c049b0c6-7f2b-418f-b54d-97e74f79e0ca,1542,9276464056,sms,incoming,national,FALSE,02/01/2024 14:51:33,02/01/2024 14:58:56,0,0,P2,104,none,success,1
29425276-b4c1-4cba-8fc3-a4507fd7f042,1215,9857812157,sms,outgoing,national,FALSE,27/01/2024 10:10:49,27/01/2024 10:18:53,0,0,P1,104,none,success,1
2184e703-6dc0-4ab5-9c0b-757dc06e05e1,1978,9369151389,sms,incoming,national,FALSE,27/01/2024 13:48:50,27/01/2024 13:54:17,0,0,P1,104,none,success,1
c6de5aee-85bc-4a7a-be8f-a3071fca6f84,1028,9489804996,voice,incoming,national,TRUE,12/01/2024 12:41:00,12/01/2024 12:43:19,139,0,P2,104,none,success,1
ba869924-f151-499d-97d0-cb8cfdcb386b,1545,9446694613,voice,outgoing,national,FALSE,07/01/2024 12:35:26,07/01/2024 12:38:40,194,0,P3,104,none,success,1
30284a62-682a-407f-ba25-7fb17f4a6c7e,1553,9804362569,voice,incoming,international,FALSE,11/01/2024 04:20:28,11/01/2024 04:26:06,338,0,P0,104,none,success,1
32fa668e-5cd2-4b2a-b033-6d31bea562c9,1119,9833799794,voice,incoming,international,TRUE,21/01/2024 10:12:03,21/01/2024 10:18:55,412,0,P2,104,none,success,1
9adad51d-6bc6-44c1-9538-4dfe50f0b5fb,1854,9139692560,voice,outgoing,international,FALSE,24/01/2024 13:36:26,24/01/2024 13:40:08,222,0,P2,104,none,success,1
911181b4-f332-4908-aedf-ce963ad2d70c,1381,9917187553,data,outgoing,international,FALSE,07/01/2024 05:51:51,07/01/2024 05:58:29,0,5.8,P2,105,none,success,1
5cac81f6-9c01-42d7-b40e-af8f065522c3,1713,9268216086,data,outgoing,national,TRUE,26/01/2024 14:44:56,26/01/2024 14:48:02,0,5.28,P4,105,none,success,1
20932e7e-e3ce-4e59-849a-2eaae6ff836b,1330,9008844635,data,outgoing,national,FALSE,28/01/2024 02:25:32,28/01/2024 02:25:55,0,12.74,P0,105,none,success,1
39500b4d-c89e-4f4c-8c77-28eff194c62a,1198,9308054834,data,incoming,national,TRUE,25/01/2024 17:56:37,25/01/2024 17:58:28,0,4.45,P1,105,none,success,1
53468ed0-a99a-488c-a921-96ace2450f27,1591,9129890334,data,incoming,national,TRUE,07/01/2024 15:08:32,07/01/2024 15:15:45,5,15.37,P3,105,L6_simbox,success,1
748704cf-91e7-4b69-9e95-cd78d9dd2008,1719,9178322141,data,incoming,international,FALSE,12/01/2024 15:19:41,12/01/2024 15:23:15,0,0.69,P0,105,none,success,1
31d72e72-ac72-4dce-b4ad-bad3c053d2d3,1333,9256325242,sms,outgoing,international,FALSE,20/01/2024 12:51:05,20/01/2024 12:53:43,0,0,P4,105,none,success,1
81da11e8-e563-4f82-bd11-f6cb73595d95,1553,9543136810,sms,outgoing,international,TRUE,10/01/2024 07:01:56,10/01/2024 07:09:04,0,0,P2,105,none,success,1
361786ff-177c-4cf6-bdd1-5fefdfa6c1f8,1386,9720040225,sms,incoming,international,FALSE,30/01/2024 14:38:00,30/01/2024 14:38:17,0,0,P1,105,none,success,1
3cd201c0-cded-430e-82a5-79cf45fc9ce3,1197,9938831287,sms,incoming,international,TRUE,15/01/2024 08:15:55,15/01/2024 08:20:52,0,0,P0,105,none,success,1
8f7de6b3-0aab-4713-8f2d-035b629aa00c,1259,9887984855,sms,incoming,international,FALSE,12/01/2024 04:38:43,12/01/2024 04:46:31,0,0,P3,105,none,success,1
3a1cff97-dc85-464b-96e5-8703400a701d,1443,9667810698,voice,outgoing,national,FALSE,21/01/2024 04:16:53,21/01/2024 04:23:49,416,0,P2,105,none,success,1
0d76f9f6-66eb-458f-bcd0-a3032bd934b9,1695,9835069103,voice,outgoing,international,FALSE,25/01/2024 00:47:33,25/01/2024 00:55:48,495,0,P1,105,none,success,1
e7d7e9fc-bf48-4411-872f-b1dfb6e4a108,1980,9324606406,voice,outgoing,international,TRUE,08/01/2024 22:35:55,08/01/2024 22:40:24,269,0,P4,105,none,success,1
238fbf67-b81c-4955-a147-2b2e06797275,1965,9153821381,data,incoming,international,FALSE,08/01/2024 04:29:12,08/01/2024 04:36:14,0,42.03,P1,106,none,success,1
1fcbb30d-cc68-4160-bea7-70beca88f8bc,1635,9006759842,sms,outgoing,national,TRUE,21/01/2024 16:27:17,21/01/2024 16:31:02,0,0,P4,106,L11_suppression,suppressed,1
c30ec53d-2c1b-4450-bd26-01bff455884e,1234,9304896517,sms,outgoing,international,TRUE,09/01/2024 17:40:52,09/01/2024 17:46:39,0,0,P2,106,none,success,1
1b895d66-cb61-4baf-bdd5-5e37e2acbe42,1541,9239510999,sms,outgoing,national,TRUE,27/01/2024 03:35:42,27/01/2024 03:42:07,0,0,P2,106,L1_unbilled,success,1
ec85efd2-6ad4-4022-ab44-1a1d0f5efd7f,1091,9666982256,sms,outgoing,national,TRUE,18/01/2024 20:37:58,18/01/2024 20:38:51,0,0,P4,106,none,success,1
6c1c1bbb-1e8e-4274-9b59-c19c3c3c5443,1535,9495887191,sms,outgoing,national,FALSE,18/01/2024 18:35:41,18/01/2024 18:37:44,0,0,P4,106,none,success,1
d1143042-e69c-4fd4-b5e2-ff5dc0f32591,1886,9003870539,sms,outgoing,national,TRUE,10/01/2024 07:50:41,10/01/2024 07:57:12,0,0,P1,106,none,success,1
cab02e90-17bb-4608-9854-f22abff84fa0,1447,9359146270,voice,outgoing,international,TRUE,29/01/2024 06:25:09,29/01/2024 06:34:41,572,0,P2,106,none,success,1
94607764-2522-4d6f-a242-dd93650e96dd,1520,9454333612,voice,incoming,international,FALSE,14/01/2024 11:29:27,14/01/2024 11:39:08,581,0,P1,106,none,success,1
50a41cc5-2e60-4997-9c58-de984013238d,1027,9343763017,voice,incoming,national,TRUE,22/01/2024 20:16:22,22/01/2024 20:20:42,260,0,P2,106,none,success,1
16fd69a6-5b90-4121-9840-507edd9d2b54,1295,9793719654,voice,outgoing,national,TRUE,06/01/2024 14:17:49,06/01/2024 14:18:17,28,0,P4,106,none,success,1
0eecf826-29b5-4a7b-b792-ab518a384bfc,1300,9240674824,data,incoming,national,FALSE,25/01/2024 01:26:47,25/01/2024 01:29:20,0,19.26,P2,107,none,success,1
1ea72193-d917-4a5a-9030-072bdcc83ca0,1825,9632912699,sms,incoming,international,FALSE,02/01/2024 18:27:21,02/01/2024 18:29:00,0,0,P0,107,none,success,1
0d4c6961-b1dc-4968-87fe-c3767bdd7cca,1140,9813837935,voice,outgoing,national,FALSE,05/01/2024 02:57:39,05/01/2024 03:05:12,453,0,P0,107,none,success,1
bc0ba882-7ef9-4ef3-b57c-9d426b7c0939,1143,9712310699,voice,incoming,international,TRUE,28/01/2024 09:38:03,28/01/2024 09:41:03,180,0,P1,107,none,success,1
b02a95df-2735-4972-8954-384e63e09fa2,1144,9198531767,voice,outgoing,national,FALSE,17/01/2024 18:02:39,17/01/2024 18:11:48,549,0,P4,107,none,success,1
b1194965-9e93-4824-b9d1-5390cd587913,1658,9191516524,data,outgoing,international,TRUE,12/01/2024 04:55:29,12/01/2024 05:00:28,0,15.47,P2,108,none,success,1
d355954c-c45f-4f23-a83b-daf4a09bccbd,1667,9260512141,data,outgoing,international,FALSE,18/01/2024 23:20:02,18/01/2024 23:20:12,0,11.35,P4,108,none,success,1
dcef23a2-c578-4b50-a0f1-1dfa99c034bb,1230,9979732012,data,incoming,national,TRUE,21/01/2024 23:58:43,22/01/2024 00:00:33,0,22.7,P2,108,none,success,1
44231a47-670e-486a-8ea3-e8e6fd173148,1279,9166468370,data,incoming,national,FALSE,30/01/2024 03:58:36,30/01/2024 04:03:39,0,41.04,P3,108,none,success,1
7d360bf7-d188-43bd-9a37-ffe006ba89f3,1341,9412982391,data,outgoing,international,FALSE,24/01/2024 15:27:24,24/01/2024 15:33:52,0,24,P3,108,L2_wrong_tariff,success,1
cf1d6c90-f508-49ae-aa15-aa042e87721b,1184,9915661833,data,incoming,international,TRUE,15/01/2024 16:46:01,15/01/2024 16:46:20,0,8.11,P2,108,none,success,1
b47f6a05-6d30-448f-9c7c-0ac36599c2f6,1283,9350887555,data,incoming,international,FALSE,12/01/2024 17:30:01,12/01/2024 17:39:42,0,46.2,P3,108,none,success,1
10071f06-394a-4c39-a390-4059270ae865,1418,9314458599,data,outgoing,international,TRUE,06/01/2024 13:06:03,06/01/2024 13:07:54,0,3.22,P2,108,none,success,1
0e3a7066-ad2b-4b4f-a22b-11bb01015c20,1161,9093194483,sms,incoming,national,TRUE,05/01/2024 08:00:45,05/01/2024 08:06:33,0,0,P1,108,L2_wrong_tariff,success,1
06e38c1a-dee8-43f9-a110-42606ae0df64,1208,9740790195,sms,incoming,international,TRUE,21/01/2024 01:16:00,21/01/2024 01:18:13,0,0,P3,108,none,success,1
1bca3669-0e37-4730-9e5b-1ad5cc143106,1002,9676718883,sms,incoming,international,TRUE,19/01/2024 07:50:57,19/01/2024 07:56:31,0,0,P1,108,none,success,1
2079dccc-3d9e-4e17-915a-c11d1181c95c,1720,9298142150,sms,incoming,national,FALSE,20/01/2024 07:13:01,20/01/2024 07:13:53,0,0,P1,108,none,success,1
498247fa-938c-493e-94d4-8c5263b2bde8,1824,9430201073,sms,incoming,international,FALSE,26/01/2024 06:08:56,26/01/2024 06:16:13,0,0,P2,108,none,success,1
f6569d36-8ad8-4690-937b-8a22b366dfca,1407,9724458104,sms,incoming,national,TRUE,14/01/2024 12:19:19,14/01/2024 12:27:42,0,0,P2,108,none,success,1
14b7abc3-f0b3-4d16-9e6b-5a1d43a13e62,1294,9052398227,voice,incoming,international,FALSE,07/01/2024 22:08:49,07/01/2024 22:11:49,180,0,P0,108,none,success,1
01890c8d-7e9b-4378-80ce-b7b8c9480999,1837,9798323414,data,outgoing,national,FALSE,21/01/2024 13:08:56,21/01/2024 13:14:33,0,34.29,P1,109,none,success,1
c3069211-dfd6-4b40-8aaa-99bfcf47e081,1711,9173065654,data,outgoing,national,FALSE,30/01/2024 08:09:51,30/01/2024 08:17:20,0,19.95,P1,109,none,success,1
dde621a1-24ce-48c9-9d05-d8152f7df2ec,1151,9730787910,sms,outgoing,national,TRUE,22/01/2024 22:32:29,22/01/2024 22:41:32,0,0,P2,109,none,success,1
460b6256-2b08-46f4-9365-5ed82dde469f,1067,9631320082,sms,incoming,international,TRUE,05/01/2024 20:11:32,05/01/2024 20:16:40,0,0,P1,109,none,success,1
f006b733-a4cd-4d7c-954e-e81a3406cb54,1956,9423301188,sms,incoming,national,FALSE,19/01/2024 15:00:12,19/01/2024 15:07:44,0,0,P3,109,none,success,1
f534ecd9-4b92-4924-ae31-aa071dd5aabc,1599,9882691961,voice,outgoing,international,FALSE,21/01/2024 09:29:08,21/01/2024 09:30:46,98,0,P3,109,none,success,1
d7292c0b-8539-4923-be1d-b707be79dcdf,1465,9217201096,voice,incoming,international,FALSE,22/01/2024 21:32:08,22/01/2024 21:38:37,389,0,P2,109,none,success,1
44347959-cb0f-4fe2-9c68-60789cfc4947,1675,9646488653,data,outgoing,international,TRUE,23/01/2024 02:19:17,23/01/2024 02:26:37,0,16.49,P0,110,none,success,1
00980021-d3ef-436b-988c-2e6f7aacaa93,1769,9635793818,data,incoming,national,TRUE,05/01/2024 18:32:48,05/01/2024 18:36:03,0,0.94,P1,110,none,success,1
826ad6ef-4aa2-4f13-acdd-0f8c7a1a1db0,1373,9187561181,data,outgoing,international,TRUE,15/01/2024 01:25:43,15/01/2024 01:27:38,0,42.02,P2,110,none,success,1
741916d7-0923-45ed-8db3-70587d90da19,1291,9225056324,data,outgoing,national,TRUE,14/01/2024 23:32:01,14/01/2024 23:33:45,0,24.47,P1,110,none,success,1
3a95da87-ba81-4677-9360-843007ca7f81,1134,9722717520,sms,outgoing,international,TRUE,20/01/2024 14:33:32,20/01/2024 14:36:36,0,0,P4,110,none,success,1
b66b40e9-5a1a-4f79-b96f-f972549233a6,1297,9029486018,sms,outgoing,international,FALSE,01/01/2024 13:29:58,01/01/2024 13:36:13,0,0,P4,110,none,success,1
4f93b336-e124-4c44-aefa-4096b93fffcd,1118,9312883046,sms,incoming,international,TRUE,01/01/2024 18:36:58,01/01/2024 18:44:36,0,0,P3,110,none,success,1
fb439ccd-8748-4427-a8f0-8d0b13962efb,1996,9689381313,voice,incoming,national,FALSE,09/01/2024 18:17:04,09/01/2024 18:21:32,268,0,P1,110,none,success,1
f7d029c1-6fd3-411e-a21b-53f2c7ad6f87,1869,9161426384,voice,incoming,national,FALSE,24/01/2024 00:23:36,24/01/2024 00:31:35,479,0,P1,110,none,success,1
b4eee52b-9632-4ad3-b3e1-2d2f56c62425,1961,9402582281,voice,outgoing,national,FALSE,12/01/2024 01:53:09,12/01/2024 02:02:50,581,0,P2,110,none,success,1
95fef638-8c8d-403c-b696-d0034b9693ad,1885,9647382545,voice,incoming,international,FALSE,25/01/2024 03:39:42,25/01/2024 03:47:47,485,0,P2,110,none,success,1
77099231-b3e4-4840-9137-98d719594b55,1856,9785170583,voice,incoming,national,FALSE,28/01/2024 21:33:02,28/01/2024 21:38:54,352,0,P3,110,none,success,1
8e48dc05-8b6f-4cda-8ce8-c6df73679a2e,1015,9449775113,data,outgoing,national,FALSE,24/01/2024 02:54:17,24/01/2024 03:00:44,0,48.14,P4,111,none,success,1
cc670af6-4a7f-41a0-8ad4-8bf05c9e9c0c,1756,9814490104,data,incoming,international,TRUE,16/01/2024 06:56:16,16/01/2024 07:01:12,0,21.07,P4,111,none,success,1
fc033109-da5a-4479-a124-1a9dadc09631,1140,9196823216,sms,incoming,international,TRUE,15/01/2024 11:28:57,15/01/2024 11:30:19,0,0,P2,111,none,success,1
817dc274-ea8f-4b06-9830-2c347ed1926e,1616,9297701379,sms,incoming,national,TRUE,08/01/2024 19:11:10,08/01/2024 19:18:46,0,0,P3,111,none,success,1
5059cb20-d78a-4ddb-bede-7890090f7d47,1701,9153873151,sms,incoming,national,TRUE,18/01/2024 17:56:04,18/01/2024 18:04:11,0,0,P1,111,none,success,1
898d5031-4d9f-4015-98a3-471b7f0cb219,1068,9940044937,sms,incoming,national,FALSE,30/01/2024 19:50:21,30/01/2024 19:51:45,0,0,P3,111,none,success,1
e241a1a3-dc2e-49e6-baff-f249ee216890,1525,9242226666,sms,outgoing,international,FALSE,14/01/2024 08:45:18,14/01/2024 08:51:29,0,0,P2,111,none,success,1
79266e63-8b92-4197-ba03-7ba451e11109,1430,9520796739,voice,incoming,international,FALSE,26/01/2024 08:35:15,26/01/2024 08:41:55,400,0,P1,111,L3_roaming_gap,success,1
9860562e-62ff-4dd4-bd07-8212c2dc4efa,1441,9535353723,data,incoming,national,TRUE,13/01/2024 18:18:10,13/01/2024 18:22:15,0,35.95,P3,112,none,success,1
7d1df9fb-e8d5-4af8-966c-2160191dba57,1871,9436498695,data,outgoing,international,TRUE,27/01/2024 02:15:36,27/01/2024 02:22:25,0,21.2,P2,112,none,success,1
4463f92d-0440-4724-a6a4-79370d7ac6db,1103,9439193883,data,outgoing,national,FALSE,06/01/2024 20:11:56,06/01/2024 20:18:25,0,4.33,P2,112,none,success,1
8ba4fa06-7f12-48cd-ac3b-ac38a631c021,1812,9656075966,data,incoming,national,TRUE,18/01/2024 04:57:46,18/01/2024 05:01:03,0,37.62,P0,112,none,success,1
20ed276a-dac7-4fec-9792-60cf93fc9257,1364,9385761185,sms,incoming,national,TRUE,09/01/2024 09:05:14,09/01/2024 09:07:19,0,0,P1,112,none,success,1
4ef6b919-eee4-403e-8ac2-68c3ab5f14b3,1475,9272034502,voice,outgoing,international,FALSE,11/01/2024 19:25:41,11/01/2024 19:28:54,193,0,P1,112,none,success,1
1cc43669-4464-489e-b5c9-7cc40bf3f914,1761,9508738292,data,outgoing,international,FALSE,06/01/2024 00:17:56,06/01/2024 00:24:24,0,30.54,P2,113,none,success,1
4906da48-5772-4856-ae7b-66a86d337cd0,1830,9626082678,data,outgoing,national,FALSE,17/01/2024 12:20:36,17/01/2024 12:27:05,0,42.77,P0,113,none,success,1
6f5c8023-00d0-455f-b359-28375e396e9b,1411,9781562526,data,incoming,international,TRUE,22/01/2024 07:44:11,22/01/2024 07:52:31,0,47.43,P3,113,none,success,1
d775dfd7-1270-475b-8b74-1a1745608613,1474,9451444871,data,incoming,national,TRUE,16/01/2024 01:57:24,16/01/2024 01:52:24,0,6.69,P0,113,L13_timestamp,success,1
ad4ea843-653d-44e4-97ad-62c2c4c3f67f,1786,9884377867,data,incoming,international,TRUE,02/01/2024 23:22:51,02/01/2024 23:29:56,0,46.56,P0,113,none,success,1
f724706c-7064-4254-8923-ac7c0ce30cc9,1993,9075031354,sms,outgoing,international,FALSE,14/01/2024 07:50:06,14/01/2024 07:54:02,0,0,P3,113,none,success,1
2466517b-0f01-4f5e-9746-54842740856e,1071,9807707146,sms,outgoing,national,FALSE,28/01/2024 19:25:51,28/01/2024 19:30:43,0,0,P0,113,none,success,1
efbc7bea-fcca-42be-b2a6-223aa910a8da,1559,9330288174,voice,outgoing,national,TRUE,02/01/2024 10:47:39,02/01/2024 10:49:34,115,0,P1,113,none,success,1
819629a2-e222-451c-8bb2-6699ca5b8526,1174,9701362808,voice,incoming,national,FALSE,09/01/2024 16:38:23,09/01/2024 16:46:31,488,0,P1,113,none,success,1
6270b92c-8891-4c1d-bee2-63f7ec5aa701,1351,9058259632,data,outgoing,international,TRUE,28/01/2024 23:22:57,28/01/2024 23:32:17,0,47.27,P1,114,none,success,1
702c12da-80ec-4748-92ce-61a82ce008b4,1712,9807548082,data,outgoing,international,FALSE,11/01/2024 04:52:34,11/01/2024 04:53:00,0,14.13,P0,114,none,success,1
9e62e21a-451c-4f37-b0f4-8c3b2a5cdbea,1698,9235828976,sms,outgoing,international,FALSE,09/01/2024 14:36:46,09/01/2024 14:39:31,0,0,P3,114,none,success,1
dbfe069e-56b3-4d3c-8c40-53fa85f1d9e1,1003,9994558045,sms,incoming,international,TRUE,08/01/2024 02:41:06,08/01/2024 02:48:13,0,0,P1,114,none,success,1
03e30824-37b7-4869-a8f8-177d6f071809,1724,9142981219,sms,outgoing,national,FALSE,01/01/2024 05:24:42,01/01/2024 05:24:57,0,0,P3,114,none,success,1
a94d3acc-04e0-453f-94a8-ba8c485a0001,1768,9134265298,sms,incoming,national,FALSE,16/01/2024 02:08:14,16/01/2024 02:15:20,0,0,P0,114,none,success,1
26cfee5a-142c-4508-83b0-80dc28d700bf,1884,9031687072,sms,outgoing,international,FALSE,14/01/2024 23:08:08,14/01/2024 23:15:40,0,0,P4,114,none,success,1
7bc6447e-59a1-4c41-92ae-a57d6aae22bc,1584,9991099880,voice,outgoing,national,TRUE,15/01/2024 07:57:22,15/01/2024 08:04:40,438,0,P2,114,none,success,1
