cdr_id,subscriber_id,msisdn,call_type,direction,destination_type,roaming_flag,start_time,end_time,duration,data_volume_mb,plan_id,cell_id,ground_truth_leakage_type,mediation_status
8cdd1e78-4525-4fe8-b520-eabecf8c4462,1782,9908038176,data,incoming,international,FALSE,30/01/2024 15:52:26,30/01/2024 15:55:03,0,30.64,P0,189,none,success
daabdddd-4bb4-4ec5-a7bf-8232bf6037c6,1399,9560932000,data,outgoing,international,FALSE,29/01/2024 06:58:04,29/01/2024 07:05:44,0,14.4,P1,134,none,success
6bf96abf-86dd-4e7c-aeed-0353ea5eac0f,1051,9317784762,data,incoming,international,FALSE,02/01/2024 04:03:59,02/01/2024 04:05:46,0,44.17,P1,191,none,success
add44107-077a-4437-b6ae-b934f64a259e,1208,9365981766,data,incoming,international,TRUE,13/01/2024 23:28:47,13/01/2024 23:33:06,0,14.25,P2,172,none,success
10ff01ca-b311-48f1-b231-6ae45259cb46,1760,9286696119,data,outgoing,international,FALSE,07/01/2024 04:58:05,07/01/2024 04:59:03,0,39.77,P2,163,none,success
dcd1ca4f-70dc-4f1c-acbc-51ee6833790d,1453,9052108731,data,outgoing,national,TRUE,17/01/2024 05:36:40,17/01/2024 05:41:12,0,47.86,P3,111,none,success
5d638bf8-2009-4295-9a73-5b953cff5902,1333,9611626682,data,incoming,international,TRUE,03/01/2024 19:32:10,03/01/2024 19:32:34,0,10,P4,168,none,success
30ab8000-8cca-43a4-abea-04f11f7bf897,1002,9364643010,sms,incoming,national,TRUE,14/01/2024 16:08:32,14/01/2024 16:08:56,0,0,P0,159,none,success
e36dc280-d661-44e7-aed1-05517406e069,1053,9483778385,sms,outgoing,international,TRUE,21/01/2024 11:23:01,21/01/2024 11:23:41,0,0,P0,122,none,success
1e37f691-3a0e-4624-9238-30043d7afba0,1896,9074176256,sms,incoming,national,TRUE,07/01/2024 06:00:58,07/01/2024 06:06:30,0,0,P1,122,none,success
2b7db601-bc1b-426f-9d15-e5faebc1f9ee,1392,9404901854,sms,incoming,national,FALSE,23/01/2024 21:50:36,23/01/2024 21:57:55,0,0,P2,153,none,success
b20edfbf-589c-426f-b42f-30d9f46a2ce3,1917,9035984356,sms,incoming,international,TRUE,08/01/2024 09:52:35,08/01/2024 09:56:08,0,0,P2,158,none,success
b3e91824-477b-4b14-a145-d242cabb02d4,1519,9774615434,sms,incoming,international,TRUE,03/01/2024 18:55:06,03/01/2024 18:59:42,0,0,P3,124,none,success
e76b76ba-b69d-449b-8364-e51ec7d3cdab,1301,9267688664,sms,outgoing,international,TRUE,16/01/2024 01:03:33,16/01/2024 01:10:24,0,0,P3,114,none,success
939d21bb-f461-4c47-9696-38a1d5da62b4,1935,9531791568,sms,outgoing,international,TRUE,25/01/2024 00:41:47,25/01/2024 00:42:55,0,0,P4,145,none,success
75c3792a-3701-4af2-9a1e-0d697862404e,1926,9493787610,sms,incoming,international,TRUE,25/01/2024 04:25:13,25/01/2024 04:32:46,0,0,P4,146,none,success
4760e2ec-11b1-4d97-883d-ab8a0e0f1cbc,1645,9646135876,voice,outgoing,international,TRUE,26/01/2024 16:32:21,26/01/2024 16:35:39,198,0,P0,145,none,success
152f2fea-10de-4dfd-8e83-47f9a1fce060,1846,9398303779,voice,incoming,international,FALSE,18/01/2024 17:35:35,18/01/2024 17:44:37,542,0,P1,127,none,success
d5bd6cbf-98a2-4571-bdbb-1fe96834c4c7,1219,9514076046,voice,outgoing,international,FALSE,03/01/2024 18:56:39,03/01/2024 18:56:58,19,0,P2,140,none,success
79208d03-a4ef-4dee-a0d3-1737a0a36c54,1872,9037342421,voice,outgoing,international,FALSE,16/01/2024 06:38:14,16/01/2024 06:44:22,368,0,P3,184,none,success
76349cd7-949d-43b6-b15c-debdeeb771de,1910,9419601560,voice,incoming,international,FALSE,26/01/2024 03:10:59,26/01/2024 03:20:26,567,0,P4,186,none,success
fd43e607-b510-476c-bcc5-49a32cf3b26f,1715,9444454324,voice,outgoing,international,FALSE,17/01/2024 21:52:19,17/01/2024 22:00:25,486,0,P4,126,none,success
a3726821-34b8-4420-85db-6850b0c40de8,1236,9979045675,data,incoming,national,FALSE,13/01/2024 17:17:23,13/01/2024 17:18:42,0,29.94,P2,197,none,success
3fb32e5c-8c25-47e5-9733-af70571054d1,1317,9726957656,data,incoming,national,TRUE,18/01/2024 02:45:34,18/01/2024 02:54:28,0,4.37,P2,106,none,success
477e2860-300c-46e5-8493-48365b07082c,1723,9094208090,data,incoming,international,FALSE,28/01/2024 11:03:57,28/01/2024 11:05:43,0,20.11,P2,180,none,success
2b1ddb7e-6be5-48f0-9e62-25e32a5ca264,1002,9559254870,data,outgoing,international,FALSE,13/01/2024 03:01:23,13/01/2024 03:10:16,0,26.74,P3,129,none,success
4def8999-afe7-4ac1-850b-49f14fb47f91,1728,9034207063,data,incoming,national,TRUE,10/01/2024 09:00:39,10/01/2024 09:01:03,0,5.89,P3,195,none,success
d19b9740-124a-4403-986d-301b8f3063ec,1485,9946075768,data,outgoing,national,FALSE,15/01/2024 23:02:23,15/01/2024 23:02:57,3,41.22,P3,142,L6_simbox,success
14cb415e-8ead-4e46-92cd-1caa2a4eccb7,1700,9946814841,data,incoming,national,FALSE,24/01/2024 02:05:50,24/01/2024 02:11:50,0,4.86,P3,140,none,success
d5e541ad-3963-4c1e-88b3-976691ba87c3,1141,9281544852,data,outgoing,national,FALSE,02/01/2024 16:32:15,02/01/2024 16:36:38,0,3.16,P4,167,L3_roaming_gap,success
0d60cdaf-b115-489c-b3de-f79fa472f67e,1920,9732818874,data,incoming,international,FALSE,24/01/2024 09:01:32,24/01/2024 09:04:42,0,22.52,P4,155,none,success
1ba2015c-7a60-4c47-8b53-0a9936da0306,1120,9365040829,sms,outgoing,national,FALSE,27/01/2024 22:03:56,27/01/2024 22:06:09,0,0,P0,160,none,success
a3509216-9a6d-46d2-a19b-d6a8bc52fa91,1293,9504281458,sms,incoming,national,FALSE,19/01/2024 07:46:09,19/01/2024 07:50:42,0,0,P2,140,none,success
f011077e-7fec-4689-839f-1801683ba5b2,1514,9836259953,sms,incoming,national,TRUE,26/01/2024 00:02:59,26/01/2024 00:06:22,0,0,P2,102,none,success
73c21bc6-cc63-4f88-ab05-a26264912a2a,1308,9419581917,sms,outgoing,international,FALSE,02/01/2024 12:39:25,02/01/2024 12:43:57,0,0,P3,137,none,success
8b0de370-b0b1-489a-833f-175c70511ba6,1375,9946861723,sms,incoming,international,FALSE,11/01/2024 01:53:37,11/01/2024 02:00:46,0,0,P4,197,none,success
9db4e095-4caa-4005-9095-7a47a352a6b8,1321,9232785535,voice,outgoing,national,FALSE,18/01/2024 17:33:43,18/01/2024 17:37:35,232,0,P0,190,none,success
4b67e09a-97a6-4c91-910a-2434c3a08ed9,1330,9390100507,voice,incoming,international,FALSE,08/01/2024 02:26:11,08/01/2024 02:35:48,577,0,P0,168,none,success
e11f0ebc-1ac2-48e4-8887-20daa33a0aee,1130,9331397660,voice,outgoing,international,TRUE,10/01/2024 02:21:28,10/01/2024 02:27:17,349,0,P1,118,none,success
75a68cb0-20fd-4f69-a5b2-42f919c2f81d,1198,9305901363,voice,outgoing,national,FALSE,04/01/2024 06:48:20,04/01/2024 06:57:52,572,0,P1,197,none,success
f390df09-6004-4d68-a718-8bd5d9df9d0a,1935,9175269626,voice,outgoing,national,FALSE,12/01/2024 14:09:43,12/01/2024 14:10:01,18,0,P1,135,none,success
8aa9e3d3-0bea-476d-8574-747938ecdabd,1875,9616701906,voice,incoming,international,TRUE,11/01/2024 10:12:28,11/01/2024 10:15:40,192,0,P3,104,none,success
79f6a017-bdbe-4e27-96ff-296c4e65f009,1569,9381652891,voice,outgoing,international,TRUE,19/01/2024 19:06:18,19/01/2024 19:07:29,71,0,P3,146,none,success
27d38330-f2d9-41b7-abd9-e2a043badb21,1379,9847778027,voice,outgoing,national,TRUE,12/01/2024 15:17:32,12/01/2024 15:24:20,408,0,P3,129,none,success
d5190fe2-b4c5-4eb8-b8d7-cd4c07f4ed2c,1769,9492434315,voice,incoming,national,TRUE,19/01/2024 11:40:52,19/01/2024 11:47:57,425,0,P4,123,none,success
570ff12e-46cb-43ba-8579-26e205aa43ec,1667,9714940237,voice,outgoing,national,FALSE,24/01/2024 22:59:26,24/01/2024 23:06:19,413,0,P4,187,none,success
21e3bd9a-60c3-4f98-9eca-a4eb75935d1a,1763,9942553250,voice,incoming,international,TRUE,22/01/2024 13:31:57,22/01/2024 13:36:21,264,0,P4,122,none,success
ba178655-926b-4b36-bdaa-9c76583147ee,1798,9931684065,voice,incoming,international,TRUE,29/01/2024 04:12:56,29/01/2024 04:22:18,562,0,P4,114,none,success
4d6cf016-db4d-4186-bd45-f90e106752c5,1809,9992796112,data,outgoing,international,TRUE,14/01/2024 09:46:00,14/01/2024 09:41:00,0,12.86,P0,186,L13_timestamp,success
445cf33c-2d2d-497a-a4a1-95ff5cbaff1d,1899,9846073353,data,outgoing,international,TRUE,13/01/2024 03:23:17,13/01/2024 03:30:10,,27.22,P3,120,L12_partial,success
97daa94d-5bb4-445e-a175-19d360adb769,1525,9229500387,data,outgoing,national,FALSE,20/01/2024 05:40:05,20/01/2024 05:46:43,0,2.33,P4,123,none,success
1fe900f3-13eb-40aa-acdf-07cecfe7d8d8,1688,9728747423,sms,incoming,international,FALSE,17/01/2024 03:56:48,17/01/2024 03:59:20,,0,P0,127,L12_partial,success
b1bbb4d5-ea7d-4432-8c2b-756ad24d8b48,1614,9398706409,sms,outgoing,national,FALSE,11/01/2024 13:43:07,11/01/2024 13:38:07,0,0,P0,121,L13_timestamp,success
09b8794c-f864-4df5-a945-e57e33b0e24c,1483,9141955019,sms,outgoing,national,FALSE,07/01/2024 08:30:04,07/01/2024 08:32:55,0,0,P1,175,none,success
0afa820c-d16e-4646-b3cd-043cfe9b5151,1715,9710947469,sms,outgoing,international,TRUE,07/01/2024 13:49:09,07/01/2024 13:56:58,0,0,P2,194,none,success
ea1f298c-b35d-416c-9a13-b6869de05f1c,1010,9723447448,sms,outgoing,international,FALSE,20/01/2024 10:50:00,20/01/2024 10:56:06,0,0,P2,101,none,success
b2bcfc68-4077-4534-83da-1d9272379f38,1463,9944723536,sms,incoming,international,TRUE,20/01/2024 13:53:03,20/01/2024 14:01:05,0,0,P3,153,none,success
12211308-e8eb-4a9c-ae7a-fddd3c2f8a05,1824,9042288696,sms,incoming,national,FALSE,19/01/2024 05:31:45,19/01/2024 05:41:08,0,0,P3,125,none,success
f724706c-7064-4254-8923-ac7c0ce30cc9,1993,9075031354,sms,outgoing,international,FALSE,14/01/2024 07:50:06,14/01/2024 07:54:02,0,0,P3,113,none,success
5d758a2c-c11a-4c8e-941e-3b52d9fe3bc5,1213,9191776762,sms,incoming,national,TRUE,02/01/2024 06:23:38,02/01/2024 06:25:34,0,0,P4,157,none,success
740316fc-16e5-426e-aa3e-3c0f999b2dce,1460,9451442862,sms,outgoing,national,FALSE,03/01/2024 03:18:53,03/01/2024 03:19:34,0,0,P4,103,none,success
54977b04-0b13-41bd-aa09-bd5aa3a5a520,1305,9763025109,sms,outgoing,international,TRUE,08/01/2024 07:43:16,08/01/2024 07:48:45,0,0,P4,193,none,success
3eaf1aa8-b8dd-4769-91d8-3e58de907e2d,1686,9427961086,voice,outgoing,national,FALSE,26/01/2024 12:40:16,26/01/2024 12:44:52,276,0,P0,111,none,success
2818842a-5463-45ca-ac6d-c300bba16db8,1290,9165395161,voice,outgoing,national,FALSE,27/01/2024 19:45:43,27/01/2024 19:49:45,242,0,P0,140,none,success
5abd6a3c-670d-4b27-87df-4a465cc1998c,1264,9286628702,voice,incoming,national,TRUE,22/01/2024 03:43:14,22/01/2024 03:51:18,484,0,P0,144,none,success
f0229242-602b-4ce3-b0e3-f76a60710a99,1050,9237915047,voice,incoming,national,FALSE,06/01/2024 19:37:54,06/01/2024 19:39:18,84,0,P1,114,none,success
58c1244d-3805-4d2a-95dd-3602afe68c64,1551,9476767936,voice,outgoing,national,FALSE,08/01/2024 23:29:35,08/01/2024 23:37:44,489,0,P1,172,none,success
acdc0a39-8aab-428a-863f-ababffbf48cb,1362,9922226724,voice,incoming,international,TRUE,23/01/2024 20:50:47,23/01/2024 20:54:48,241,0,P2,185,none,success
9966135b-c603-4db7-80cb-5852ac5931c9,1318,9765602251,voice,incoming,national,TRUE,05/01/2024 02:07:03,05/01/2024 02:14:20,437,0,P3,172,none,success
e7489984-3cd9-4142-87b7-d5a2dedeaadc,1303,9521767336,data,outgoing,national,FALSE,27/01/2024 13:23:15,27/01/2024 13:32:03,0,42.05,P0,199,none,success
4e7ecb4a-3c5e-427a-b9af-e803d4819f6c,1828,9258486385,data,incoming,national,TRUE,19/01/2024 10:09:29,19/01/2024 10:14:28,0,34.3,P0,137,none,success
e835ef52-5a43-4679-be36-8e3b24fa2261,1184,9899088411,data,outgoing,national,TRUE,07/01/2024 20:23:27,07/01/2024 20:28:09,0,15.39,P1,134,none,success
7fbe6518-1ffd-4f75-8746-2b821cc875ed,1474,9127525747,data,outgoing,national,TRUE,30/01/2024 09:47:26,30/01/2024 09:54:32,0,21.81,P3,118,none,success
cac7a35c-7035-4b4c-be68-ca8a61afda2b,1328,9632123838,data,outgoing,international,FALSE,16/01/2024 05:05:47,16/01/2024 05:06:48,0,26.11,P3,125,none,success
222b1b5c-d333-4780-af74-85d52d722758,1117,9278383367,data,outgoing,national,TRUE,13/01/2024 04:16:30,13/01/2024 04:23:40,0,34.07,P4,166,L5_zero_rated,success
3f1ee03c-9b51-4742-9694-eea35136d772,1878,9899052733,data,outgoing,international,TRUE,16/01/2024 05:52:25,16/01/2024 05:58:37,0,14.88,P4,105,none,success
4271329f-2248-4fae-a249-5d0c05397a7b,1027,9174191905,sms,incoming,international,FALSE,30/01/2024 09:39:23,30/01/2024 09:39:34,0,0,P0,159,none,success
65aeaf58-55a1-469a-a40e-80f32b15db8e,1987,9707578977,sms,outgoing,national,TRUE,03/01/2024 15:19:34,03/01/2024 15:22:05,0,0,P1,149,none,success
66cf464b-9768-4425-9229-e6a6215e8559,1624,9131660322,sms,outgoing,international,FALSE,28/01/2024 17:23:29,28/01/2024 17:31:35,,0,P3,165,L12_partial,success
088e3956-0c9a-4682-8cf4-ce1a84f5b99b,1904,9435242720,sms,incoming,national,FALSE,12/01/2024 13:56:07,12/01/2024 14:04:21,0,0,P3,159,none,success
59340758-9c09-4dd8-8483-dc4e2a064f8e,1000,9125283098,sms,outgoing,international,FALSE,29/01/2024 09:55:03,29/01/2024 09:56:44,0,0,P4,161,L3_roaming_gap,success
568d032c-07cb-431a-8d65-bba44bb571cf,1230,9017200754,voice,outgoing,national,TRUE,25/01/2024 16:34:20,25/01/2024 16:41:06,406,0,P0,132,none,success
e087c1b4-666f-44e1-ac70-fd693252b6c1,1203,9391200120,voice,incoming,national,FALSE,16/01/2024 15:25:02,16/01/2024 15:27:33,151,0,P0,186,none,success
8dd363f1-9fcb-4f41-9ccb-a8d76797b272,1165,9943915760,voice,incoming,national,FALSE,11/01/2024 01:38:46,11/01/2024 01:40:09,83,0,P1,138,none,success
32454364-9b77-48fa-8750-e916a776f4e4,1421,9328006568,voice,incoming,international,TRUE,26/01/2024 15:15:07,26/01/2024 15:21:14,367,0,P4,182,none,success
3d468efb-e79b-4151-92b2-94c2678203ac,1984,9446763996,data,incoming,international,FALSE,14/01/2024 15:52:15,14/01/2024 15:53:39,,5.4,P0,155,L12_partial,success
abc4dbd3-23eb-4288-a38d-163d1e5eb649,1772,9021926172,data,outgoing,national,TRUE,19/01/2024 13:47:44,19/01/2024 13:51:01,0,43.31,P0,165,none,success
4be533bc-dd0c-48bd-a138-5e18556ad120,1325,9735870505,data,incoming,international,TRUE,08/01/2024 15:10:47,08/01/2024 15:16:44,0,3.45,P2,158,none,success
ca4da807-05ad-4f3f-a308-e5fe836eb197,1154,9916419780,data,incoming,national,TRUE,03/01/2024 00:11:22,03/01/2024 00:13:40,0,45.16,P2,147,none,success
2c36b447-fb28-4f4c-ae9c-8951abbf5de1,1421,9267703516,data,outgoing,national,FALSE,16/01/2024 15:18:58,16/01/2024 15:25:44,0,47.38,P2,118,none,success
8238c5f8-f75d-4add-9b96-db9ba0c908a7,1080,9631428133,data,incoming,international,TRUE,14/01/2024 18:26:46,14/01/2024 18:36:23,0,3.02,P3,174,none,success
d98479e2-4137-4aed-b8b6-bb57e735b174,1205,9244032388,data,outgoing,national,TRUE,29/01/2024 10:07:34,29/01/2024 10:13:16,0,28.62,P3,105,none,success
a9d28fa7-6876-4398-91a9-e9abb45f9aab,1135,9987959321,data,incoming,international,FALSE,11/01/2024 07:21:43,11/01/2024 07:26:54,0,11.47,P4,189,none,success
9f31fd41-e63b-42c0-8c8b-1b39fd6784e9,1242,9997491478,data,outgoing,international,TRUE,04/01/2024 22:07:03,04/01/2024 22:09:14,0,15.49,P4,129,none,success
4e7198d9-5816-4ac6-8feb-2ea286643021,1212,9000750940,data,outgoing,international,TRUE,11/01/2024 10:07:56,11/01/2024 10:08:25,0,38.8,P4,163,none,success
81328b8e-73c4-4c00-a57b-0a42c1f7cabc,1619,9118095923,data,outgoing,national,TRUE,19/01/2024 11:00:59,19/01/2024 11:03:51,0,29.01,P4,133,none,success
e222ad12-b59f-4eb5-ac02-07c590dd2ef0,1839,9839270465,sms,incoming,international,FALSE,07/01/2024 14:04:11,07/01/2024 14:06:14,0,0,P0,133,none,success
b4a8eb6f-cd01-4630-b7c5-2bad78c4efb6,1618,9255382019,sms,outgoing,national,FALSE,12/01/2024 04:34:30,12/01/2024 04:43:26,0,0,P1,155,none,success
080bc9d3-b1f5-4ed3-8f88-3a5a483b2f40,1664,9231933871,sms,outgoing,international,TRUE,03/01/2024 21:13:29,03/01/2024 21:23:19,0,0,P3,145,none,success
04d8296c-be77-427d-ab8a-de9c06a17f80,1246,9784138464,sms,incoming,international,FALSE,24/01/2024 18:02:20,24/01/2024 18:06:23,0,0,P3,148,none,success
02cda2b0-ac2d-48f6-8e6c-0168ffde6e6f,1306,9320788847,sms,incoming,national,FALSE,05/01/2024 17:44:57,05/01/2024 17:49:22,0,0,P4,181,none,success
9e3f7aab-0570-4feb-b5f8-c7ed52e2621b,1372,9610950262,voice,incoming,national,FALSE,03/01/2024 18:30:46,03/01/2024 18:37:26,400,0,P0,145,none,success
2da067d8-4bb3-4ad1-993e-cb2e106b7a74,1076,9417384955,voice,incoming,international,FALSE,06/01/2024 16:28:45,06/01/2024 16:35:38,413,0,P1,101,none,success
d8b64de9-2380-4f16-a0ab-f4d1113d2e42,1096,9371257532,voice,outgoing,national,FALSE,11/01/2024 09:49:33,11/01/2024 09:50:34,61,0,P2,153,none,success
cd88511c-78f5-41c5-b873-fef01c8cd60c,1838,9497552674,voice,incoming,international,FALSE,16/01/2024 10:14:04,16/01/2024 10:17:29,205,0,P2,193,none,success
99b3624d-5f74-4650-990e-8477eff8b147,1646,9497361627,voice,outgoing,national,FALSE,05/01/2024 12:15:07,05/01/2024 12:24:11,544,0,P4,199,none,success
1388e6a1-8d77-4967-818a-576a52404dbc,1507,9461267789,voice,incoming,international,TRUE,15/01/2024 21:55:56,15/01/2024 21:57:32,96,0,P4,104,none,success
9cfaedb6-03ff-4ca9-98dd-9aaea837ec29,1386,9538023360,data,outgoing,international,FALSE,29/01/2024 19:57:56,29/01/2024 20:05:03,0,34.65,P0,193,none,success
625a0672-b98a-4352-9795-83dfb0dd3c26,1385,9524670275,data,outgoing,international,FALSE,11/01/2024 04:44:18,11/01/2024 04:46:11,0,28.52,P0,191,none,success
9794c4e0-bf6f-49b1-b6ef-7a8a1b4ed567,1691,9457346383,data,incoming,national,FALSE,05/01/2024 13:28:10,05/01/2024 13:34:26,0,42.54,P1,160,none,success
b6b85dfa-13db-4497-9346-dd55ead9a94c,1882,9386289391,data,incoming,national,TRUE,26/01/2024 01:04:09,26/01/2024 01:13:41,0,13.01,P3,164,none,success
33804f0a-1972-4608-8130-66beaf530b37,1594,9549038572,data,incoming,international,FALSE,10/01/2024 18:51:57,10/01/2024 18:46:57,0,44.56,P4,178,L13_timestamp,success
44bdcf62-e484-4912-8646-da3f397655eb,1538,9627053217,sms,outgoing,international,TRUE,02/01/2024 15:20:14,02/01/2024 15:24:28,1,0,P0,138,L6_simbox,success
13907692-f642-402f-91bc-acbd84ae32eb,1168,9260195600,sms,incoming,international,TRUE,02/01/2024 16:22:10,02/01/2024 16:25:31,0,0,P0,121,none,success
20ce09e6-3ea4-462f-b71c-3d25dac3f494,1800,9092015116,sms,incoming,national,FALSE,24/01/2024 16:02:07,24/01/2024 16:03:40,0,0,P1,130,none,success
f9e0f5c5-e805-4360-a074-47274ce0c097,1378,9672983786,sms,incoming,national,TRUE,07/01/2024 09:33:14,07/01/2024 09:37:29,0,0,P2,188,none,success
fb65fb2a-ecfc-41a8-b98b-d2b9cb407a58,1295,9592344744,sms,outgoing,national,FALSE,09/01/2024 11:37:46,09/01/2024 11:47:22,0,0,P3,153,none,success
ae278def-aeae-45b3-bf8e-883027c1d31f,1872,9544985218,sms,outgoing,international,TRUE,26/01/2024 20:46:14,26/01/2024 20:51:58,0,0,P3,136,none,success
e57d77fe-0ade-46fa-890a-65edd3fb63a0,1190,9288079132,sms,incoming,international,FALSE,20/01/2024 19:25:06,20/01/2024 19:28:46,0,0,P3,183,none,success
d1369073-b8cb-4d12-b784-b7555dac51ee,1979,9539326007,sms,outgoing,international,FALSE,17/01/2024 21:17:33,17/01/2024 21:18:42,0,0,P3,101,none,success
ab346591-4db1-4529-b0ef-71645658dcf6,1081,9089736009,sms,outgoing,international,FALSE,01/01/2024 04:10:39,01/01/2024 04:14:20,0,0,P4,173,none,success
27e12c30-5780-4b4c-ae55-520a6f75f7e0,1419,9042565473,voice,incoming,international,TRUE,15/01/2024 11:33:37,15/01/2024 11:34:57,80,0,P4,196,none,success
a56935ab-fe66-4681-a8a6-cb4f05057253,1735,9929666780,voice,outgoing,national,TRUE,27/01/2024 20:38:25,27/01/2024 20:39:04,39,0,P4,175,none,success
5baee124-f596-4f3d-a5d6-4e5c2632437b,1745,9451224494,voice,outgoing,international,TRUE,26/01/2024 15:26:08,26/01/2024 15:29:30,202,0,P4,107,none,success
c2d255cf-cb30-4b31-8755-d249d0862181,1318,9497630298,data,outgoing,national,TRUE,18/01/2024 19:06:09,18/01/2024 19:11:26,0,46.49,P0,111,none,success
135d410e-29d4-462a-8021-dc5a622c41fa,1261,9388171032,data,incoming,international,FALSE,30/01/2024 16:26:08,30/01/2024 16:27:30,0,31.96,P1,136,none,success
5b3a4b57-d3fe-499a-8b0e-4b50b84cc899,1109,9153842431,data,incoming,international,TRUE,04/01/2024 08:18:42,04/01/2024 08:27:48,0,24.55,P2,137,none,success
08d28a0e-2ee1-45c5-bf67-41406dc78660,1619,9742067757,data,incoming,national,FALSE,12/01/2024 00:21:36,12/01/2024 00:28:02,0,43.39,P4,166,none,success
049fadec-12b6-4e2d-8d3c-654ef2a4ab11,1172,9814602343,sms,incoming,international,FALSE,15/01/2024 00:44:16,15/01/2024 00:45:17,0,0,P1,156,none,success
62f5b9f9-8323-4472-a41f-2c54b7713a9c,1397,9857112388,sms,incoming,national,TRUE,21/01/2024 04:08:55,21/01/2024 04:11:14,0,0,P1,193,none,success
586bb268-49f5-4d36-9cc6-d758920beb1e,1026,9807381431,sms,incoming,international,TRUE,14/01/2024 06:27:01,14/01/2024 06:29:38,0,0,P2,145,none,success
d0bccb62-1fa5-49c9-ac60-d288d01ebece,1164,9139931652,sms,outgoing,international,FALSE,24/01/2024 17:11:33,24/01/2024 17:13:43,,0,P2,146,L12_partial,success
f7ec297a-0ce4-47ec-aea1-71d09dafa2cd,1035,9809982766,sms,incoming,international,FALSE,26/01/2024 07:47:01,26/01/2024 07:49:51,0,0,P3,167,none,success
08e57fb4-bddb-4b18-84fe-ebe222df2059,1890,9001873649,sms,incoming,international,FALSE,11/01/2024 17:48:22,11/01/2024 17:50:36,0,0,P3,103,none,success
7f9c9473-96f5-4871-acab-1702cd526c3d,1527,9719881926,sms,incoming,national,TRUE,22/01/2024 07:54:30,22/01/2024 08:02:00,0,0,P4,158,none,success
